,request,label
0,gethttp://localhost:8080/tienda1/publico/miembros.jsp,0
1,posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1,0
2,gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=krisha&password=esplendoroso&nombre=gervasio&apellidos=landolfi+ribas&email=trikonis_ruschel@beatrizbalado.zw&dni=28108650m&direccion=marina+vicent+181+12h&ciudad=bellprat&cp=46844&provincia=burgos&ntc=0989859943250311&b1=registrar,0
3,gethttp://localhost:8080/tienda1/global/titulo.jsp,0
4,gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2,0
5,gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=535&b1=pasar+por+caja,0
6,gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg,0
7,posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=vino+rioja&precio=39&cantidad=5&b1=a�adir+al+carrito,0
8,gethttp://localhost:8080/tienda1/imagenes/2.gif,0
9,gethttp://localhost:8080/tienda1/miembros/fotos.jsp,0
10,gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=de_leon&pwd=599iad12a&remember=on&b1=entrar,0
11,posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,0
12,gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg,0
13,gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif,0
14,gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg,0
15,gethttp://localhost:8080/tienda1/publico/productos.jsp,0
16,gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=303&b1=pasar+por+caja,0
17,posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=amlani&password=c4oat5&nombre=clodomiro&apellidos=muntan�+pros&email=solter@aclub.com.ke&dni=81470918l&direccion=estret+de+sant+nicolau+s/n+&ciudad=begur&cp=03400&provincia=burgos&ntc=1563947873431208&b1=registrar,0
18,gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=5953&b1=pasar+por+caja,0
